index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
7336,30-Jul-2023 01:56PM,http://twitter.com/M4LKitsap/statuses/1685710895949946880," @againstgrmrs: We aren't the only ones calling for an end to the sexualization of children. Thank you @GAG_Texas, thank you @againstgrmrs , thank you @GAG_Washington ; Our @GAG_Texas chapter leader @BradHouTx bought and read Gender Queer so you don’t have to. This book is indoctrinating filth and belongs nowhere near youth! This shouldn’t have to be said. When you hear progressives screeching about “book bans,” this is what they’re talking…   /hUo1NTcpUw",@M4LKitsap,Unknown,English,365.0,362,3.38,Positive,"book,chapter leader,children,progressives,youth",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",4.0,"""1685710895949946880""","""1521010959061372928""",Twitter for iPad,Moms for Liberty Kitsap Co. WA,http://www.twitter.com/M4LKitsap,"Uniting, educating, and empowering parents to fight for their rights in public education and all levels of government.",365.0,302.0,30-Jul-23,1:56 PM,,,24680.0,292,12,58.0,58,292,12,False, //twitter.com/againstgrmrs/statuses/1685705051413598208
7559,25-Nov-2022 04:54PM,http://twitter.com/rweingarten/statuses/1596261083316359168,"100% @saribethrose: ""I also wish people knew that young people can handle complexity and we are not doing them any favors by banning books and whitewashing the curriculum."" @WeAreTeachers   /0LCEW97Wot",@rweingarten,United States,English,122314.0,291,1131.4,Negative,"books,complexity,curriculum",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1596261083316359168""","""245424983""",Twitter for iPhone,Randi Weingarten 🇺🇦🇺🇸💪🏿👩‍🎓,http://www.twitter.com/rweingarten,"AFT Prez.Teacher.Unionist. Fighting 4 children & communities, democracy, justice, public ed & healthcare & freedom 4 all. Wife of @Skleinbaum. Pronouns: She/her",122314.0,4665.0,25-Nov-22,4:54 PM,"Washington, D.C.","Washington, D.C.",,230,2,,59,230,2,True,
7664,06-Jul-2023 03:09PM,http://twitter.com/m_millsey/statuses/1677031955378974722, @davidhth: 👇🏼👇🏾👇🏻WHAT SHE SAYS 👇🏾👇👇🏽 ; Adrienne Martin finally had enough of extremists in her deep-red community trying to get books banned and to inject religion into her child’s school. Listen to her kick-ass speech before the Granbury Texas school board. It’s going viral for a reason. @MrsAMartini   /KkHY2PVZaz,@m_millsey,Unknown,English,57431.0,343,531.24,Negative,"books,child,extremists,kick-ass speech,reason,red community,religion,school",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",9.0,"""1677031955378974722""","""1475827646""",Twitter for iPhone,Mike Mills 🇺🇦✌🏼🎶🐕⚾️ 🍁🇨🇦,http://www.twitter.com/m_millsey,"Sweet Daddy Cool, says my man Dan. Music, sports, funny, politics--often at the same time. Follow me, don't follow me. No DMs, please.",57431.0,243.0,6-Jul-23,3:09 PM,,,17677.0,295,8,40.0,40,295,8,False, //twitter.com/davidhth/statuses/1676907269403942914
7871,09-Feb-2023 10:54AM,http://twitter.com/JayeJaybird54/statuses/1623711868366856192,"DeSantis bans books on black heroes, Roberto Clemente & Hank Aaron, but white womanizer & 42 year alcohol abuser Mickey Mantle remains on the shelves, along with violent Ty Cobb! WHAT IS HAPPENING?? #Racism #DeSantisIsAFascist #DeSantisIsDestroyingFlorida #DemVoice1 #ProudBlue   /3pHvESszIo",@JayeJaybird54,United States,English,32968.0,230,304.95,Negative,"black heroes,books,violent Ty Cobb,white womanizer",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,books",8.0,"""1623711868366856192""","""908182447""",Twitter for iPhone,Jaye T.,http://www.twitter.com/JayeJaybird54,"NO DMs! Liberal Democrat,Retired special educator, happily👰🏼‍♀️,JJ to my grands, followed by Glen Kirschner and Nancy Sinatra 👢, #DemVoice1 🌊💙",32968.0,28283.0,9-Feb-23,10:54 AM,North Carolina,,,113,15,,102,113,15,False,
8108,31-Aug-2023 10:40AM,http://twitter.com/BenjaminPDixon/statuses/1697257978360197348, @Moms4Liberty: They spend more time banning books than they spend reading to their own children. ; Explicit books removed from K-12 school libraries but only after a public reading at school board - Washington Times   /qbE1GBGDm5,@BenjaminPDixon,United States,English,167409.0,318,1548.53,Negative,"explicit books,public,school libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1697257978360197348""","""2949261587""",Twitter for iPhone,Benjamin Dixon,http://www.twitter.com/BenjaminPDixon,Christian nationalism is the religion of white supremacy.,167409.0,5964.0,31-Aug-23,10:40 AM,Florida,Jacksonville,,262,17,39.0,39,262,17,False, //twitter.com/Moms4Liberty/statuses/1697247769092907053
8362,24-Apr-2023 10:27AM,http://twitter.com/PENamerica/statuses/1650506859525152772,"PEN America Los Angeles Director Allison Lee discussed book bans with @angiecthomas (""The Hate U Give""), @IamGMJohnson (""All Boys Aren’t Blue"") and Sacramento Public Library Director Peter Coyl at @latimesfob on 4/23. WATCH:   /WAAmsrgf9Z #BannedBooks #Censorship   /vwXp85ZROV",@PENamerica,United States,English,149304.0,245,1381.06,Neutral,book bans,(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1650506859525152772""","""15469000""",Twitter Web App,PEN America,http://www.twitter.com/PENamerica,We stand at the intersection of literature and human rights to protect open expression in the U.S. and worldwide. Annual festival: @penworldvoices,149304.0,9065.0,24-Apr-23,10:27 AM,New York,New York City,25045.0,181,2,62.0,62,181,2,False,
8718,28-Mar-2023 08:17AM,http://twitter.com/SuePetrovek/statuses/1640689675185668096,"I am beyond weary We are passive, we are impotent We have banned books, drag queens and lawn darts, but we, the majority, CANNOT BAN ASSAULT WEAPONS???? Time to play hardball, Dems We have failed as the majority in the USA #ProudBlue #DemVoice1 #VoteBIGblue",@SuePetrovek,United States,English,3447.0,215,31.88,Negative,"books,majority,queens and lawn darts",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",7.0,"""1640689675185668096""","""1540363922355650561""",Twitter for Android,Nurse Ratchet. 🇺🇸✌️🇺🇦,http://www.twitter.com/SuePetrovek,"RN, Democrat , unions ❤️ Anti-whatever the hell is happening to my country. Perplexed by twitter Thinking Peace SLAVA UKRAINI #ProudBlue22 #DemVoice1",3447.0,3484.0,28-Mar-23,8:17 AM,,,1983.0,130,8,75.0,77,130,8,False,
9159,22-Jun-2023 11:16AM,http://twitter.com/academic_la/statuses/1671900054351921152," @AnnaForFlorida: You know Moms for Liberty, the organization that is going around banning books? Here they are casually and admiringly quoting Hitler on how to best control the youth. ; Oh you know. Just an average day in America where a “Moms for Liberty” newsletter in Indiana quotes Hitler?? WTAF?? Link:   /ur1aP7RUr5   /6Egc22uC4V",@academic_la,United States,English,17605.0,221,162.85,Positive,"books,organization,youth",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",8.0,"""1671900054351921152""","""1333129901390512128""",Twitter for iPhone,Shaiel Ben-Ephraim,http://www.twitter.com/academic_la,"🌊 Liberal Zionist, vowing to do better for women. Knick/Mets fan. Host of Israel Explained and History of the Land of Israel Podcast: @TheHistoryOfTh5",17605.0,17482.0,22-Jun-23,11:16 AM,California,Los Angeles,9950.0,138,30,53.0,53,138,30,False, //twitter.com/AnnaForFlorida/statuses/1671879149970137093
9232,05-Aug-2023 12:00PM,http://twitter.com/IowaSenate/statuses/1687855985254424577,"Gov. Reynolds’ Dept. of Education is refusing to provide guidance to teachers on the state’s new book ban. Because of this inaction, students are losing access to classic literature and books that help them understand the world they live in.   /bWMAMIrTrt",@IowaSenate,United States,English,14703.0,271,136.0,Negative,"access,guidance to teachers,inaction,new book ban,students,world",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",8.0,"""1687855985254424577""","""30249877""",TweetDeck Web App,Iowa Senate Democrats,http://www.twitter.com/IowaSenate,The official twitter account of Iowa Senate Democrats.,14703.0,2616.0,5-Aug-23,12:00 PM,Iowa,Des Moines,12570.0,154,41,71.0,76,154,41,False,
9266,28-May-2023 02:28PM,http://twitter.com/citizenstewart/statuses/1662888484623769602,"A city of El Paso resolution declares that every public library in the city would have a banned books section, highlight the books year-round and form a partnership to accept the books from the YWCA. #TheRevolutionWillBeLiterate   /akDgGRCiw4",@citizenstewart,Unknown,English,21918.0,209,202.74,Neutral,"banned books section,books year-round,city,partnership,public library",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",9.0,"""1662888484623769602""","""57768641""",Twitter Web App,Citizen Chris,http://www.twitter.com/citizenstewart,Christian | education & democracy | chief influencer: @edu_post | host: @thebranchmedia | founder: @WayfinderFndn,21918.0,871.0,28-May-23,2:28 PM,,,6878.0,144,4,61.0,61,144,4,True,
9337,04-Dec-2022 09:41PM,http://twitter.com/WajahatAli/statuses/1599594733071843329, @yesnicksearcy: Violent insurrection and book bans say WHAT? ; We don’t hate any group. We despise individuals like you who lobby and pine for a nice totalitarian government to dispose of those who disagree with your stupid hateful socialist bullshit. @WajahatAli,@WajahatAli,United States,English,322140.0,247,2979.8,Negative,"Violent insurrection,book,group,individuals,nice totalitarian government,pine",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1599594733071843329""","""21733692""",Twitter Web App,Wajahat Ali,http://www.twitter.com/WajahatAli,"wajahatmali@protonmail.com, instawajahat (Instagram), @WajAli@Mastodon.world, /WajAli (Facebook).",322140.0,1921.0,4-Dec-22,9:41 PM,"Washington, D.C.",,,212,14,,21,212,14,True, //twitter.com/yesnicksearcy/statuses/1599593672282345472
9405,23-Jun-2023 04:56PM,http://twitter.com/NEAToday/statuses/1672347800925863937," @SecCardona: BAN ASSAULT WEAPONS. NOT BOOKS. 👏 ; If you want to protect our children, stop banning books and ban assault weapons instead.",@NEAToday,United States,English,245402.0,225,2269.97,Negative,"BOOKS,books and ban assault weapons,children",(book OR books) NEAR (ban OR banned OR banning OR ban,"BAN,BOOKS,banning,books,ban",10.0,"""1672347800925863937""","""22789766""",Sprout Social,NEA,http://www.twitter.com/NEAToday,"The official account of the National Education Association. We are 3 million educators 💪🏽, advocating for our students and our professions. #RedforEd",245402.0,11408.0,23-Jun-23,4:56 PM,"Washington, D.C.","Washington, D.C.",18849.0,149,36,40.0,40,149,36,False, //twitter.com/SecCardona/statuses/1671986549762715649
9407,04-Jun-2023 12:00AM,http://twitter.com/NBCNews/statuses/1665206933186330624,"A Utah school district took the Bible off some bookshelves, officials say, following a complaint from a parent upset by book bans who was hoping to expose the ""bad faith process.""   /12RWVWEAhB",@NBCNews,United States,English,9431338.0,225,87239.88,Negative,"bad faith process,book,bookshelves,complaint,officials,parent upset",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1665206933186330624""","""14173315""",trueanthem_1_15,NBC News,http://www.twitter.com/NBCNews,"News updates from around the 🌎, all day, every day.",9431338.0,1342.0,4-Jun-23,12:00 AM,New York,New York City,59782.0,160,25,34.0,40,160,25,True,
9445,20-Oct-2023 04:42PM,http://twitter.com/DigitalWarfare1/statuses/1715468437336535195,Did you know that just 11 people are responsible for a majority of total book bans in the US?   /Cp1IsHLm5h #DemVoice1 #ProudBlue #Fresh #WeAreBlue1,@DigitalWarfare1,United States,English,6439.0,263,59.56,Neutral,"majority,total book bans",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8.0,"""1715468437336535195""","""1490772343161073670""",Twitter Web App,🇺🇸 Digital Warrior 🇺🇸 Real Patriot Not MAGA,http://www.twitter.com/DigitalWarfare1,"Democracy's digital guardians 🌐 | Amplifying truth, silencing extremism | Join the movement ➡️:  //koji.to/k/8TB0",6439.0,1439.0,20-Oct-23,4:42 PM,,,4433.0,130,15,115.0,118,130,15,False,
9765,16-Mar-2023 08:45AM,http://twitter.com/SuePetrovek/statuses/1636348077412950016,"DiSantis thinking keeping Putin out of Ukraine is not a vital interest to USA HERES WHAT IS,TO HIM: BANNING BOOKS, LYING ABOUT FAUCI, ATTACKING LGBTQ... C'MON Florida...fight back. A small minority of R. WING NUTJOBS is having an impact ON YOUR CHILDREN! #ProudBlue #DemVoice1",@SuePetrovek,United States,English,3097.0,185,28.65,Negative,"BOOKS,CHILDREN,LGBTQ,fight,impact,small minority,vital interest",(book OR books) NEAR (ban OR banned OR banning OR ban,"BANNING,BOOKS",6.0,"""1636348077412950016""","""1540363922355650561""",Twitter for Android,Nurse Ratchet. 🇺🇸✌️🇺🇦,http://www.twitter.com/SuePetrovek,"RN, Democrat , unions ❤️ Anti-whatever the hell is happening to my country. Perplexed by twitter Thinking Peace SLAVA UKRAINI #ProudBlue22 #DemVoice1",3097.0,3085.0,16-Mar-23,8:45 AM,,,1982.0,107,8,68.0,70,107,8,False,
9767,08-Mar-2023 12:33AM,http://twitter.com/osage77/statuses/1633340178340118528,"@CaseyDeSantis @GovRonDeSantis Banning books, regulations on the press, telling teachers what they cannot teach, getting rid of historical fact, taking over colleges with religious zealots, laws allowing people to run over protesters and YOU WEAR A BALL GOWN! Your husband is a criminal, liar and fascist",@osage77,Unknown,English,717.0,233,6.63,Negative,"BALL GOWN,books,colleges,husband,laws,press,regulations,religious zealots,teachers",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",5.0,"""1633340178340118528""","""2923108173""",Twitter for iPad,ExPrezident BoneSpurs WackJob is a Russian Asset,http://www.twitter.com/osage77,"Reading Black History books banned by DeSantis. Education, our children’s safety, and democracy are all ON THE LINE! I SUPPORT 🇺🇦 Ukraine",717.0,817.0,8-Mar-23,12:33 AM,,,1711.0,212,1,20.0,20,212,1,False,http://twitter.com/CaseyDeSantis/statuses/1633283591151968256
10203,22-Mar-2023 10:03AM,http://twitter.com/ProudTwinkie/statuses/1638541809977524224,"OCPS @OCPSnews School Board member @alicia_farrant is trying to CANCEL Boone GSA’s drag queen event. There are shootings, teacher shortages, and book bans, and THIS IS WHAT SHES FOCUSED ON??? OCPS people LET HER KNOW HOW YOU FEEL. Her email is alicia.farrant@ocps.net   /9QdWYOEp3B",@ProudTwinkie,Unknown,English,26307.0,190,243.34,Negative,"School Board member,book,email,queen event,shootings,teacher shortages",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9.0,"""1638541809977524224""","""1106237533929783296""",Twitter for iPhone,Will Larkins☮️,http://www.twitter.com/ProudTwinkie,18-year-old student organizer and activist. #StayWOKE,26307.0,316.0,22-Mar-23,10:03 AM,,,9598.0,126,14,47.0,50,126,14,False,
10438,26-Jun-2023 11:10AM,http://twitter.com/Knurmia/statuses/1673347984430383104,"Book banning in #GQP states has gotten ridiculous, so we need a list of online libraries offering access for people living behind the iron curtain of fascism. Here's two to start and hoping others can post more   /C4oICYGPqq   /tmWQAbhnym #BanGunsNotBooks",@Knurmia,United States,English,4208.0,177,38.92,Negative,"fascism,iron curtain,list of online libraries,others",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,banning",7.0,"""1673347984430383104""","""68915542""",Twitter Web App,knurmia,http://www.twitter.com/Knurmia,Proud father of five (four of those #LGBTQ). Will FB asap. #VoteBlueEveryElection #RESIST #BLM #VoteBlue #ProChoice #SlavaUkraini #BidenHarris,4208.0,4710.0,26-Jun-23,11:10 AM,Texas,Texas City,3807.0,95,16,65.0,65,96,16,False,
10575,07-Mar-2023 10:17AM,http://twitter.com/SxarletRed/statuses/1633124684056219648," @KamalaHarris: Freedom is when you override democracy in Washington DC, build a cop training center that you murder people over, and never intervene when states use fascist oppression on minorities. ; Extremist so-called leaders want to divide our nation by banning books, censoring American history, and taking away access to reproductive care. Know this: @JoeBiden and I will never back down in the fight for freedom and liberty.",@SxarletRed,Unknown,English,13907.0,195,128.64,Negative,"American history,access,books,cop training center,fascist oppression,fight for freedom,leaders,liberty,minorities,nation,states use",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",8.0,"""1633124684056219648""","""731928797604241408""",Twitter for iPhone,barbarism critic 🛸,http://www.twitter.com/SxarletRed,"Marxist Humanist, musician, software engineer, momrade | ethereal bisexual 🏳️‍🌈 | intolerant left | chaotic good | real down to Mars girl 💫 #protecttranskids",13907.0,1695.0,7-Mar-23,10:17 AM,,,6889.0,158,2,34.0,35,158,2,False, //twitter.com/KamalaHarris/statuses/1632867150888050691
